Date	ID-Product	Units	Revenue Discount	Net Cost Equivalent COGS
12/8/2017	C-30-5	2	0.02	1.01
1/27/2017	BK-40-2	120	0.575	0.95
11/28/2017	DS-50-8	2	0.02	1.03
3/23/2017	A-10-1	4	0.04	1.03
11/19/2017	C-30-5	9	0.05	0.99
12/16/2017	Q-30-17	2	0.02	1
10/30/2017	D-30-11	2	0.02	1.03
9/6/2017	JS-50-15	84	0.5	1.01
7/8/2017	Q-30-17	14	0.12	1.01
7/9/2017	TK-40-19	8	0.05	1.03
12/12/2017	DS-50-8	1	0	0.99
11/18/2017	BK-40-2	5	0.05	1.01
12/12/2017	Q-30-17	96	0.5	0.95
4/8/2017	Q-30-17	72	0.4375	0.98
4/2/2017	Y-10-20	1	0	1.02
8/19/2017	D-30-11	96	0.5	0.98
12/15/2017	CB-10-7	2	0.02	1.01
12/14/2017	BK-40-2	1	0	1.01
7/31/2017	TK-40-19	2	0.02	1
12/6/2017	Q-30-17	24	0.225	1.02
3/2/2017	DS-50-8	10	0.12	1.03
11/27/2017	D-30-11	2	0.02	1
11/14/2017	Q-30-17	2	0.02	1.02
12/9/2017	D-30-11	8	0.05	1
11/25/2017	BK-40-2	2	0.02	1.01
6/9/2017	C-30-5	6	0.05	1.02
3/24/2017	GY-60-13	1	0	1.01
8/27/2017	JB-50-14	38	0.4375	0.99
8/23/2017	Y-10-20	7	0.05	0.99
12/8/2017	D-30-11	3	0.03	1.02
5/8/2017	Y-10-20	1	0	0.99
2/21/2017	D-30-11	98	0.5	1
12/20/2017	DS-50-8	1	0	1.01
8/19/2017	GY-60-13	2	0.02	1.03
4/14/2017	BK-40-2	9	0.05	1
12/1/2017	S-30-18	61	0.4375	1
12/23/2017	S-30-18	109	0.55	0.96
12/2/2017	BWK-20-4	2	0.02	1.03
6/17/2017	JB-50-14	4	0.04	1.02
11/17/2017	S-30-18	117	0.55	0.92
12/11/2017	C-30-5	3	0.03	1.01
12/19/2017	GY-60-13	12	0.12	1.01
7/28/2017	EK-40-9	6	0.05	1.02
3/16/2017	FK-20-10	4	0.04	0.99
7/2/2017	BK-40-2	120	0.575	0.93
9/28/2017	S-30-18	4	0.04	0.99
7/4/2017	D-30-11	9	0.05	1.02
11/16/2017	B-30-3	84	0.5	0.95
7/4/2017	D-30-11	4	0.04	1
12/5/2017	Q-30-17	5	0.05	0.99
8/2/2017	GY-60-13	1	0	1.01
12/22/2017	Y-10-20	1	0	1
1/14/2017	C-30-5	2	0.02	0.99
2/6/2017	JB-50-14	11	0.12	1.02
2/26/2017	FK-20-10	2	0.02	1.01
6/24/2017	D-30-11	2	0.02	1.03
12/16/2017	Y-10-20	4	0.04	0.99
12/6/2017	BK-40-2	4	0.04	1
2/20/2017	Q-30-17	68	0.4375	0.94
12/19/2017	S-30-18	84	0.5	1.01
12/15/2017	MB-30-16	3	0.03	0.99
4/2/2017	BK-40-2	53	0.4375	0.99
7/25/2017	Q-30-17	21	0.225	0.99
11/27/2017	JS-50-15	11	0.12	0.99
12/14/2017	MB-30-16	144	0.575	0.92
12/19/2017	JB-50-14	48	0.4375	1
12/13/2017	S-30-18	24	0.225	1.02
3/5/2017	MB-30-16	41	0.4375	1
8/4/2017	EK-40-9	2	0.02	1.02
11/27/2017	FK-20-10	13	0.12	0.99
12/11/2017	MB-30-16	113	0.55	0.92
10/29/2017	MB-30-16	2	0.02	1.03
7/6/2017	D-30-11	48	0.4375	1.02
7/27/2017	EK-40-9	9	0.05	1.02
12/4/2017	CB-10-7	3	0.03	1.01
4/15/2017	D-30-11	2	0.02	1.01
12/7/2017	BK-40-2	1	0	1.03
7/26/2017	Q-30-17	4	0.04	1
6/25/2017	C-30-5	1	0	1.03
12/6/2017	C-30-5	2	0.02	1.02
9/30/2017	D-30-11	9	0.05	1.02
10/4/2017	EK-40-9	146	0.575	0.91
12/12/2017	C-30-5	6	0.05	1.03
12/15/2017	DS-50-8	6	0.05	1.01
12/2/2017	DS-50-8	3	0.03	1
6/20/2017	C-30-5	2	0.02	1.02
11/26/2017	C-30-5	9	0.05	0.99
12/28/2017	MB-30-16	7	0.05	1.02
5/3/2017	BK-40-2	132	0.575	0.95
5/30/2017	Q-30-17	132	0.575	0.94
11/17/2017	S-30-18	108	0.55	0.93
12/7/2017	D-30-11	4	0.04	1.03
12/18/2017	D-30-11	96	0.5	0.94
11/16/2017	DS-50-8	9	0.05	0.99
12/21/2017	D-30-11	2	0.02	1.03
7/20/2017	BK-40-2	1	0	1.03
12/10/2017	BK-40-2	28	0.3225	0.99
7/21/2017	GY-60-12	3	0.03	1
6/16/2017	Q-30-17	120	0.575	0.96
6/5/2017	MB-30-16	1	0	0.99
12/10/2017	Y-10-20	52	0.4375	0.97
5/7/2017	DS-50-8	2	0.02	1
10/3/2017	DS-50-8	2	0.02	0.99
11/22/2017	JB-50-14	152	0.575	0.9
12/3/2017	BK-40-2	2	0.02	1.03
6/24/2017	JB-50-14	8	0.05	1.01
7/22/2017	BK-40-2	118	0.55	0.94
6/22/2017	BK-40-2	106	0.55	0.98
12/23/2017	BK-40-2	48	0.4375	0.99
6/22/2017	JS-50-15	90	0.5	0.98
12/5/2017	Q-30-17	10	0.12	0.99
12/14/2017	EK-40-9	2	0.02	0.99
12/24/2017	JS-50-15	1	0	1
12/5/2017	TK-40-19	149	0.575	0.9
12/22/2017	C-30-5	3	0.03	1.01
6/24/2017	BWK-20-4	10	0.12	1.02
6/22/2017	DS-50-8	10	0.12	1.03
2/28/2017	B-30-3	1	0	1.03
12/23/2017	MB-30-16	60	0.4375	0.99
4/14/2017	EK-40-9	10	0.12	0.99
12/2/2017	JB-50-14	132	0.575	0.98
12/20/2017	S-30-18	20	0.225	0.98
2/27/2017	C-30-5	2	0.02	1.03
12/8/2017	BWK-20-4	9	0.05	1
12/20/2017	DS-50-8	1	0	1.01
12/15/2017	BK-40-2	8	0.05	1.02
6/29/2017	JB-50-14	3	0.03	1
11/29/2017	EK-40-9	1	0	1.01
11/28/2017	C-30-5	63	0.4375	0.98
8/1/2017	BK-40-2	60	0.4375	1.01
11/28/2017	BK-40-2	77	0.5	0.93
11/21/2017	EK-40-9	1	0	1
11/29/2017	BWK-20-4	72	0.4375	1.02
12/9/2017	Q-30-17	8	0.05	0.99
10/8/2017	GY-60-12	107	0.55	0.96
3/13/2017	EK-40-9	120	0.575	0.96
12/7/2017	TK-40-19	10	0.12	1.01
12/22/2017	JB-50-14	4	0.04	0.99
11/13/2017	GY-60-13	47	0.4375	0.98
7/1/2017	DS-50-8	12	0.12	1.01
5/5/2017	CB-10-7	11	0.12	1.03
8/5/2017	DS-50-8	5	0.05	1.02
4/15/2017	DS-50-8	31	0.3225	0.99
12/10/2017	Y-10-20	11	0.12	1.02
7/1/2017	BK-40-2	1	0	1.03
11/30/2017	BK-40-2	2	0.02	1.03
7/4/2017	Y-10-20	10	0.12	1
7/10/2017	BK-40-2	1	0	1.02
7/13/2017	DS-50-8	149	0.575	0.93
12/1/2017	BK-40-2	60	0.4375	1.01
4/6/2017	JB-50-14	8	0.05	1.02
9/11/2017	JB-50-14	1	0	0.99
12/4/2017	JB-50-14	8	0.05	1.03
6/22/2017	DS-50-8	144	0.575	0.94
6/7/2017	MB-30-16	140	0.575	0.99
12/20/2017	GY-60-12	2	0.02	1.02
12/16/2017	C-30-5	99	0.5	0.98
8/19/2017	FK-20-10	1	0	0.99
12/23/2017	BK-40-2	84	0.5	0.95
11/28/2017	TK-40-19	48	0.4375	1.02
10/1/2017	Q-30-17	10	0.12	1.02
12/19/2017	JB-50-14	1	0	0.99
7/25/2017	S-30-18	132	0.575	0.96
4/14/2017	Q-30-17	48	0.4375	1
12/1/2017	MB-30-16	97	0.5	0.98
12/2/2017	D-30-11	3	0.03	0.99
4/1/2017	BWK-20-4	4	0.04	1.01
4/23/2017	C-30-5	8	0.05	1
8/8/2017	CB-10-7	4	0.04	1.03
12/10/2017	MB-30-16	108	0.55	0.96
2/5/2017	JB-50-14	1	0	1
12/3/2017	CB-10-7	8	0.05	1
5/3/2017	Y-10-20	19	0.225	1
12/1/2017	C-30-5	2	0.02	0.99
6/17/2017	BK-40-2	6	0.05	1.03
12/12/2017	DS-50-8	7	0.05	1.01
12/17/2017	B-30-3	48	0.4375	0.98
12/7/2017	S-30-18	3	0.03	1
12/3/2017	BK-40-2	2	0.02	1.03
11/28/2017	Y-10-20	7	0.05	1.03
6/4/2017	EK-40-9	132	0.575	0.98
7/12/2017	MB-30-16	8	0.05	1.01
11/6/2017	D-30-11	119	0.55	0.94
12/5/2017	JB-50-14	9	0.05	1.01
6/20/2017	DS-50-8	100	0.55	0.95
12/8/2017	BK-40-2	3	0.03	1.01
12/1/2017	MB-30-16	9	0.05	1.01
1/15/2017	BK-40-2	82	0.5	0.98
12/19/2017	BK-40-2	96	0.5	0.97
5/11/2017	DS-50-8	83	0.5	0.97
4/22/2017	A-10-1	1	0	1.03
5/26/2017	MB-30-16	2	0.02	1
12/13/2017	S-30-18	8	0.05	1.02
3/7/2017	MB-30-16	93	0.5	1
12/11/2017	MB-30-16	32	0.3225	1.01
12/16/2017	BK-40-2	10	0.12	1.01
4/29/2017	BK-40-2	50	0.4375	0.97
8/21/2017	BK-40-2	120	0.575	0.91
5/19/2017	D-30-11	4	0.04	1.03
7/30/2017	DS-50-8	125	0.575	0.94
6/9/2017	DS-50-8	6	0.05	1.02
5/13/2017	C-30-5	108	0.55	0.96
11/20/2017	D-30-11	108	0.55	0.95
1/26/2017	BWK-20-4	2	0.02	1
4/26/2017	JB-50-14	2	0.02	1.02
6/15/2017	DS-50-8	4	0.04	1.01
7/14/2017	CY-60-6	84	0.5	1.02
8/17/2017	Y-10-20	72	0.4375	1.01
12/11/2017	CY-60-6	74	0.4375	0.99
11/16/2017	JB-50-14	28	0.3225	1.01
11/25/2017	JB-50-14	7	0.05	1.03
7/10/2017	BK-40-2	2	0.02	1
11/13/2017	BK-40-2	4	0.04	1
11/12/2017	BK-40-2	1	0	1.01
12/13/2017	FK-20-10	7	0.05	1.01
12/10/2017	D-30-11	12	0.12	0.99
11/15/2017	BK-40-2	9	0.05	1
12/16/2017	C-30-5	11	0.12	1
12/3/2017	JB-50-14	2	0.02	1.01
2/11/2017	DS-50-8	49	0.4375	0.99
5/9/2017	EK-40-9	6	0.05	1
12/9/2017	BK-40-2	6	0.05	1
11/29/2017	BK-40-2	139	0.575	0.93
12/11/2017	GY-60-13	10	0.12	1.02
12/2/2017	Q-30-17	45	0.4375	0.98
11/30/2017	DS-50-8	8	0.05	0.99
1/3/2017	BWK-20-4	12	0.12	1
12/7/2017	MB-30-16	148	0.575	0.9
12/15/2017	Y-10-20	1	0	0.99
6/15/2017	JB-50-14	12	0.12	1
11/19/2017	BK-40-2	1	0	1.02
8/16/2017	BK-40-2	2	0.02	1.02
3/1/2017	B-30-3	118	0.55	0.94
3/18/2017	BK-40-2	155	0.575	0.93
12/2/2017	DS-50-8	24	0.225	1
5/18/2017	Q-30-17	110	0.55	0.93
12/13/2017	S-30-18	132	0.575	0.96
12/24/2017	BK-40-2	4	0.04	1.01
4/17/2017	C-30-5	91	0.5	1
12/23/2017	Q-30-17	2	0.02	1.02
11/23/2017	B-30-3	1	0	1.03
7/2/2017	D-30-11	96	0.5	1
7/15/2017	BWK-20-4	5	0.05	1.03
12/1/2017	JB-50-14	53	0.4375	0.97
12/7/2017	JS-50-15	1	0	1.03
11/26/2017	D-30-11	12	0.12	1.03
8/8/2017	D-30-11	9	0.05	1.03
11/28/2017	Y-10-20	1	0	1
11/20/2017	DS-50-8	8	0.05	0.99
4/30/2017	BK-40-2	72	0.4375	1
11/18/2017	BWK-20-4	3	0.03	1.01
12/8/2017	DS-50-8	1	0	0.99
11/15/2017	BK-40-2	132	0.575	0.96
11/22/2017	Y-10-20	8	0.05	1.01
5/16/2017	DS-50-8	84	0.5	0.96
12/20/2017	DS-50-8	86	0.5	0.97
4/20/2017	GY-60-13	27	0.3225	0.99
8/2/2017	D-30-11	48	0.4375	1.01
12/7/2017	MB-30-16	1	0	1
5/27/2017	JB-50-14	110	0.55	0.95
11/28/2017	GY-60-12	108	0.55	0.93
2/24/2017	BK-40-2	1	0	1
12/14/2017	Q-30-17	96	0.5	0.96
12/9/2017	B-30-3	8	0.05	0.99
12/14/2017	Q-30-17	58	0.4375	0.99
12/3/2017	JB-50-14	6	0.05	1
12/9/2017	D-30-11	156	0.575	0.9
12/13/2017	EK-40-9	4	0.04	0.99
12/5/2017	CY-60-6	4	0.04	1.02
5/5/2017	GY-60-13	125	0.575	0.94
10/25/2017	JB-50-14	120	0.575	0.92
12/1/2017	DS-50-8	41	0.4375	0.98
4/5/2017	JB-50-14	2	0.02	1.02
12/15/2017	EK-40-9	2	0.02	1
7/28/2017	JB-50-14	108	0.55	0.97
9/8/2017	JB-50-14	72	0.4375	0.98
3/21/2017	MB-30-16	13	0.12	1.01
12/2/2017	GY-60-13	48	0.4375	1.02
12/20/2017	CB-10-7	8	0.05	1.03
11/16/2017	BK-40-2	1	0	1.03
11/30/2017	BK-40-2	53	0.4375	0.97
8/24/2017	BK-40-2	12	0.12	1.02
12/7/2017	JB-50-14	6	0.05	1
8/12/2017	C-30-5	4	0.04	1.03
12/2/2017	Q-30-17	4	0.04	1
6/25/2017	JB-50-14	10	0.12	1.02
12/22/2017	GY-60-13	3	0.03	1.03
11/23/2017	S-30-18	8	0.05	1
12/13/2017	BK-40-2	10	0.12	0.99
12/15/2017	Q-30-17	72	0.4375	0.99
12/2/2017	CY-60-6	45	0.4375	0.99
7/3/2017	B-30-3	2	0.02	1.03
10/19/2017	DS-50-8	9	0.05	1.02
6/15/2017	A-10-1	9	0.05	1.03
12/3/2017	Q-30-17	5	0.05	0.99
12/14/2017	BK-40-2	6	0.05	1
7/4/2017	EK-40-9	2	0.02	1.02
8/8/2017	Y-10-20	2	0.02	1
3/25/2017	BK-40-2	48	0.4375	0.98
12/16/2017	S-30-18	1	0	1.02
12/17/2017	BK-40-2	2	0.02	1.02
8/15/2017	Q-30-17	2	0.02	1.02
12/21/2017	GY-60-12	3	0.03	1.01
12/6/2017	GY-60-13	13	0.12	1.03
8/3/2017	BK-40-2	4	0.04	1.01
4/24/2017	S-30-18	1	0	0.99
10/1/2017	BK-40-2	96	0.5	1.01
12/15/2017	Y-10-20	1	0	1.03
12/13/2017	C-30-5	140	0.575	0.95
12/14/2017	C-30-5	12	0.12	1.02
4/28/2017	Y-10-20	29	0.3225	1.01
4/8/2017	Q-30-17	1	0	1.02
1/12/2017	B-30-3	4	0.04	1.03
11/30/2017	TK-40-19	78	0.5	0.95
12/1/2017	MB-30-16	151	0.575	0.94
2/17/2017	CY-60-6	1	0	1.01
12/6/2017	BK-40-2	24	0.225	1.01
11/30/2017	Q-30-17	2	0.02	1.02
12/5/2017	TK-40-19	1	0	1.02
8/20/2017	BK-40-2	1	0	0.99
11/20/2017	JB-50-14	148	0.575	0.95
6/14/2017	BK-40-2	5	0.05	0.99
12/2/2017	GY-60-12	84	0.5	0.95
6/8/2017	JB-50-14	60	0.4375	1.01
12/23/2017	JB-50-14	60	0.4375	1
12/2/2017	GY-60-13	1	0	1.02
12/8/2017	BK-40-2	1	0	1.01
7/11/2017	MB-30-16	3	0.03	0.99
11/22/2017	BK-40-2	80	0.5	0.98
11/22/2017	DS-50-8	3	0.03	1
7/12/2017	DS-50-8	145	0.575	0.91
7/8/2017	MB-30-16	3	0.03	1.03
1/4/2017	D-30-11	108	0.55	0.98
12/24/2017	Q-30-17	8	0.05	1.01
11/30/2017	Y-10-20	108	0.55	0.94
12/13/2017	S-30-18	1	0	1
12/17/2017	JB-50-14	24	0.225	1.02
7/4/2017	DS-50-8	36	0.4375	1
12/3/2017	BK-40-2	3	0.03	1.03
4/7/2017	JB-50-14	11	0.12	1.01
5/13/2017	Q-30-17	1	0	1
4/4/2017	D-30-11	24	0.225	0.99
5/30/2017	GY-60-13	100	0.55	0.98
12/22/2017	B-30-3	9	0.05	1.03
4/10/2017	CB-10-7	13	0.12	1
5/12/2017	D-30-11	9	0.05	0.99
6/12/2017	MB-30-16	36	0.4375	0.97
5/3/2017	Y-10-20	157	0.575	0.93
11/21/2017	Q-30-17	11	0.12	1.01
11/6/2017	Q-30-17	120	0.575	0.91
5/24/2017	BK-40-2	1	0	1.02
8/27/2017	CB-10-7	8	0.05	1.03
11/15/2017	MB-30-16	100	0.55	0.95
11/26/2017	C-30-5	1	0	1.01
6/8/2017	S-30-18	11	0.12	1.01
11/13/2017	JB-50-14	24	0.225	0.99
12/10/2017	JS-50-15	1	0	1.02
5/20/2017	BK-40-2	7	0.05	1.02
12/22/2017	JB-50-14	9	0.05	1.02
11/16/2017	BWK-20-4	1	0	1
11/29/2017	S-30-18	1	0	1.02
8/26/2017	GY-60-12	112	0.55	0.92
4/7/2017	B-30-3	12	0.12	1.03
11/21/2017	Y-10-20	60	0.4375	0.96
12/9/2017	BWK-20-4	2	0.02	1.01
10/31/2017	BK-40-2	13	0.12	1.03
4/1/2017	CY-60-6	11	0.12	1.03
11/30/2017	C-30-5	3	0.03	0.99
7/26/2017	Q-30-17	1	0	1.02
5/7/2017	D-30-11	11	0.12	1.02
7/11/2017	D-30-11	3	0.03	1.01
7/28/2017	DS-50-8	36	0.4375	1.01
7/29/2017	C-30-5	92	0.5	0.97
12/19/2017	EK-40-9	63	0.4375	0.98
5/1/2017	DS-50-8	10	0.12	1.01
5/18/2017	JB-50-14	1	0	0.99
12/4/2017	GY-60-12	25	0.3225	1.01
12/9/2017	BK-40-2	147	0.575	0.96
12/24/2017	JB-50-14	132	0.575	0.97
8/1/2017	BK-40-2	8	0.05	1.01
12/18/2017	Q-30-17	107	0.55	0.97
11/15/2017	DS-50-8	96	0.5	0.99
10/13/2017	GY-60-12	10	0.12	1
8/6/2017	BK-40-2	48	0.4375	1.01
12/6/2017	JS-50-15	2	0.02	1.01
12/9/2017	D-30-11	144	0.575	0.92
12/17/2017	EK-40-9	2	0.02	1.02
12/14/2017	Y-10-20	132	0.575	0.94
4/18/2017	Q-30-17	1	0	1.02
12/22/2017	D-30-11	93	0.5	0.97
6/8/2017	JB-50-14	9	0.05	0.99
6/6/2017	MB-30-16	108	0.55	0.96
8/16/2017	Y-10-20	127	0.575	0.95
7/27/2017	TK-40-19	2	0.02	1.03
4/28/2017	JB-50-14	3	0.03	0.99
3/29/2017	TK-40-19	109	0.55	0.95
2/25/2017	BWK-20-4	48	0.4375	1.01
12/16/2017	Q-30-17	1	0	1
6/23/2017	D-30-11	1	0	0.99
8/7/2017	DS-50-8	1	0	1.03
12/18/2017	C-30-5	84	0.5	0.95
8/2/2017	GY-60-12	4	0.04	1.01
12/9/2017	Y-10-20	11	0.12	1.03
12/7/2017	BK-40-2	30	0.3225	0.98
9/12/2017	BK-40-2	7	0.05	1.02
7/22/2017	C-30-5	108	0.55	0.9
12/14/2017	GY-60-13	1	0	1.02
7/9/2017	BK-40-2	2	0.02	1.01
12/5/2017	S-30-18	6	0.05	0.99
12/1/2017	BK-40-2	10	0.12	1.03
12/8/2017	S-30-18	1	0	1
12/22/2017	MB-30-16	2	0.02	1.01
7/8/2017	BK-40-2	1	0	1.01
11/28/2017	GY-60-13	132	0.575	0.98
12/7/2017	A-10-1	48	0.4375	0.99
7/30/2017	JB-50-14	11	0.12	1
11/26/2017	BWK-20-4	1	0	0.99
12/2/2017	BK-40-2	1	0	1
1/4/2017	FK-20-10	72	0.4375	0.97
12/7/2017	DS-50-8	2	0.02	1.03
12/1/2017	BK-40-2	141	0.575	0.95
6/5/2017	Y-10-20	2	0.02	0.99
6/29/2017	D-30-11	48	0.4375	0.98
9/6/2017	Q-30-17	60	0.4375	1.02
6/2/2017	MB-30-16	2	0.02	1.01
7/31/2017	CB-10-7	107	0.55	0.95
10/4/2017	A-10-1	146	0.575	0.94
11/26/2017	C-30-5	126	0.575	0.97
11/30/2017	S-30-18	8	0.05	1.01
1/7/2017	DS-50-8	42	0.4375	1.01
11/16/2017	MB-30-16	84	0.5	0.97
12/3/2017	S-30-18	9	0.05	1
12/22/2017	BK-40-2	84	0.5	0.97
1/28/2017	DS-50-8	1	0	1.01
8/25/2017	JB-50-14	2	0.02	1.01
5/26/2017	D-30-11	2	0.02	0.99
12/1/2017	C-30-5	47	0.4375	1
4/3/2017	CB-10-7	134	0.575	0.92
12/19/2017	A-10-1	72	0.4375	0.94
12/2/2017	BK-40-2	99	0.5	0.99
8/24/2017	BK-40-2	108	0.55	0.94
12/18/2017	Q-30-17	2	0.02	0.99
12/16/2017	JB-50-14	1	0	1
12/11/2017	JB-50-14	4	0.04	1.01
12/12/2017	JB-50-14	3	0.03	1.03
12/8/2017	JB-50-14	1	0	1.01
7/30/2017	BK-40-2	9	0.05	1
12/7/2017	MB-30-16	4	0.04	1.02
11/18/2017	FK-20-10	2	0.02	0.99
11/24/2017	Y-10-20	88	0.5	0.95
12/13/2017	BK-40-2	1	0	0.99
6/6/2017	EK-40-9	8	0.05	0.99
7/10/2017	D-30-11	2	0.02	1
10/13/2017	CY-60-6	4	0.04	1.01
12/15/2017	DS-50-8	1	0	1.02
12/10/2017	DS-50-8	2	0.02	1.01
12/21/2017	DS-50-8	1	0	1
11/1/2017	S-30-18	34	0.3225	0.97
12/8/2017	B-30-3	4	0.04	1
8/31/2017	JB-50-14	95	0.5	1
4/11/2017	DS-50-8	154	0.575	0.89
12/3/2017	BK-40-2	13	0.12	0.99
6/15/2017	C-30-5	70	0.4375	0.98
12/22/2017	JB-50-14	2	0.02	1
7/27/2017	Q-30-17	3	0.03	1.01
12/9/2017	BK-40-2	64	0.4375	0.98
9/13/2017	B-30-3	2	0.02	0.99
12/21/2017	MB-30-16	36	0.4375	1
2/22/2017	GY-60-13	15	0.225	1
11/18/2017	DS-50-8	12	0.12	0.99
7/20/2017	EK-40-9	36	0.4375	1.02
12/22/2017	BK-40-2	2	0.02	1.03
12/10/2017	JB-50-14	9	0.05	1.01
12/6/2017	C-30-5	48	0.4375	0.99
12/2/2017	BK-40-2	2	0.02	1
11/19/2017	BK-40-2	1	0	1
12/5/2017	S-30-18	1	0	1.02
11/30/2017	EK-40-9	3	0.03	1.03
11/13/2017	BK-40-2	1	0	1.03
10/22/2017	C-30-5	120	0.575	0.93
11/19/2017	C-30-5	2	0.02	1.03
12/17/2017	JB-50-14	24	0.225	1.01
12/24/2017	BK-40-2	1	0	1.02
12/13/2017	MB-30-16	4	0.04	1
11/20/2017	GY-60-12	2	0.02	1.01
5/29/2017	BK-40-2	111	0.55	0.91
7/18/2017	BK-40-2	96	0.5	0.96
11/28/2017	Y-10-20	2	0.02	1.01
11/30/2017	JB-50-14	2	0.02	1.01
12/6/2017	D-30-11	1	0	1.02
12/8/2017	DS-50-8	2	0.02	1.03
12/1/2017	BK-40-2	90	0.5	0.96
5/1/2017	JB-50-14	120	0.575	0.95
12/13/2017	S-30-18	60	0.4375	1
12/23/2017	C-30-5	11	0.12	1
11/27/2017	C-30-5	4	0.04	1
11/28/2017	GY-60-13	134	0.575	0.93
5/28/2017	D-30-11	26	0.3225	1
12/23/2017	BK-40-2	10	0.12	1.03
12/1/2017	DS-50-8	46	0.4375	0.97
5/20/2017	MB-30-16	2	0.02	1.03
5/13/2017	MB-30-16	3	0.03	1.02
6/15/2017	BK-40-2	1	0	1.02
6/25/2017	Y-10-20	2	0.02	0.99
12/15/2017	MB-30-16	111	0.55	0.96
4/26/2017	BK-40-2	136	0.575	0.94
12/16/2017	GY-60-13	132	0.575	0.96
12/24/2017	JB-50-14	150	0.575	0.96
11/29/2017	CY-60-6	3	0.03	1.01
8/29/2017	BK-40-2	7	0.05	1.01
5/22/2017	CY-60-6	14	0.12	1.03
5/15/2017	JB-50-14	1	0	0.99
11/27/2017	Q-30-17	10	0.12	1.01
7/20/2017	DS-50-8	10	0.12	1.03
12/3/2017	TK-40-19	2	0.02	1.01
7/15/2017	C-30-5	8	0.05	1.01
4/10/2017	EK-40-9	9	0.05	1.03
11/28/2017	S-30-18	1	0	1.01
6/10/2017	GY-60-12	86	0.5	0.95
6/3/2017	DS-50-8	4	0.04	0.99
12/5/2017	DS-50-8	10	0.12	0.99
12/6/2017	GY-60-12	1	0	1.02
6/10/2017	Y-10-20	96	0.5	0.95
7/1/2017	JB-50-14	108	0.55	0.94
11/22/2017	CB-10-7	40	0.4375	0.98
6/20/2017	BK-40-2	60	0.4375	1.02
6/19/2017	JB-50-14	132	0.575	0.98
7/8/2017	TK-40-19	9	0.05	1.03
5/23/2017	MB-30-16	88	0.5	1.01
3/18/2017	DS-50-8	2	0.02	0.99
5/15/2017	JS-50-15	12	0.12	1
6/11/2017	Y-10-20	84	0.5	1
11/28/2017	BK-40-2	2	0.02	1.02
12/9/2017	BK-40-2	43	0.4375	1.02
11/27/2017	JS-50-15	4	0.04	0.99
12/16/2017	BK-40-2	2	0.02	1.03
11/30/2017	EK-40-9	2	0.02	1.03
12/11/2017	GY-60-13	12	0.12	1.01
10/21/2017	S-30-18	1	0	1.03
12/4/2017	JS-50-15	3	0.03	1.03
10/29/2017	A-10-1	11	0.12	1.03
12/24/2017	JB-50-14	1	0	1
12/14/2017	CY-60-6	8	0.05	1.03
12/19/2017	JS-50-15	7	0.05	1.02
12/5/2017	GY-60-13	47	0.4375	0.98
11/15/2017	FK-20-10	1	0	1.01
8/28/2017	BK-40-2	1	0	1
11/28/2017	DS-50-8	3	0.03	0.99
11/20/2017	C-30-5	13	0.12	1.02
12/20/2017	Q-30-17	2	0.02	1.03
12/15/2017	D-30-11	1	0	1.01
12/4/2017	Y-10-20	2	0.02	1
11/30/2017	GY-60-13	72	0.4375	0.98
4/28/2017	JS-50-15	9	0.05	1.01
4/12/2017	DS-50-8	4	0.04	1.03
4/22/2017	C-30-5	1	0	1.03
12/16/2017	DS-50-8	1	0	1.01
9/11/2017	MB-30-16	8	0.05	1.02
11/16/2017	CB-10-7	12	0.12	0.99
5/14/2017	GY-60-13	4	0.04	1.03
8/5/2017	DS-50-8	124	0.575	0.95
11/22/2017	C-30-5	65	0.4375	0.99
12/19/2017	CB-10-7	4	0.04	1.03
8/20/2017	BK-40-2	1	0	1.03
12/20/2017	BK-40-2	120	0.575	0.95
12/7/2017	DS-50-8	2	0.02	1.01
11/15/2017	Q-30-17	1	0	1.02
7/21/2017	Y-10-20	1	0	1
5/14/2017	Y-10-20	1	0	1.02
6/12/2017	Y-10-20	2	0.02	1.02
12/24/2017	BK-40-2	49	0.4375	1.01
12/4/2017	CB-10-7	9	0.05	1
11/17/2017	B-30-3	132	0.575	0.95
6/9/2017	JB-50-14	120	0.575	0.94
8/3/2017	Q-30-17	11	0.12	1.03
12/14/2017	JS-50-15	2	0.02	1.02
12/24/2017	Y-10-20	2	0.02	1.02
11/22/2017	Y-10-20	46	0.4375	0.98
12/5/2017	JB-50-14	120	0.575	0.95
5/14/2017	D-30-11	10	0.12	1.03
12/16/2017	Q-30-17	7	0.05	1.01
5/29/2017	BK-40-2	72	0.4375	1.01
12/18/2017	C-30-5	16	0.225	1.01
11/27/2017	EK-40-9	8	0.05	1.03
12/13/2017	DS-50-8	1	0	1.01
5/13/2017	CY-60-6	10	0.12	1.03
6/15/2017	A-10-1	132	0.575	0.97
2/4/2017	BK-40-2	12	0.12	1.02
12/11/2017	JB-50-14	10	0.12	1.02
12/2/2017	Q-30-17	4	0.04	1.03
11/23/2017	DS-50-8	120	0.575	0.91
11/30/2017	JS-50-15	8	0.05	1.03
11/29/2017	GY-60-12	1	0	1
7/24/2017	C-30-5	36	0.4375	0.98
12/11/2017	MB-30-16	6	0.05	1.01
4/13/2017	GY-60-13	96	0.5	1
5/1/2017	MB-30-16	126	0.575	0.94
12/9/2017	BK-40-2	84	0.5	1.01
